scenario,gauge,planningUnit,state,sWSDLName,ewrCode,multigauge,eventYears,frequency,targetFrequency,achievementCount,achievementPerYear,eventCount,eventCountAll,eventsPerYear,eventsPerYearAll,averageEventLength,thresholdDays,maxInterEventYears,noDataDays,totalDays
hydrographs_LowerDarling_20250516,A4260505,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,WP3,,0.0,0,20,0.0,0.0,0.0,16.0,0.0,0.25,5.5625,89.0,0.038356,78.0,22996.0
hydrographs_LowerDarling_20250516,A4260505,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,WP4,,1.0,2,75,1.0,0.015625,1.0,14.0,0.015625,0.21875,4.0,56.0,3,78.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,BF1_a,,0.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,BF1_b,,0.0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,BK1_P,,0.0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,BK1_S,,0.0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,LF1,,0.0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,LF2,,0.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,NestS1,,0.0,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,OB1_P,,0.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,OB1_S,,0.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,OB2,,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,OB3,,0.0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,OB4,,0.0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,SF1,,0.0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,SF2,,0.0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,VF,,0.0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,WP1,,0.0,0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,WP2,,0.0,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,WP3,,0.0,0,20,0.0,0.0,0.0,2.0,0.0,0.03125,7.0,14.0,0.038356,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,WP4,,0.0,0,75,0.0,0.0,0.0,2.0,0.0,0.03125,7.0,14.0,3,14166.0,22996.0
hydrographs_LowerDarling_20250516,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,BF1_a,,0.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10935.0,22996.0
hydrographs_LowerDarling_20250516,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,BF1_b,,0.0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10935.0,22996.0
hydrographs_LowerDarling_20250516,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,BK1_P,,0.0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10935.0,22996.0
hydrographs_LowerDarling_20250516,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,BK1_S,,0.0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10935.0,22996.0
hydrographs_LowerDarling_20250516,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,LF1,,0.0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10935.0,22996.0
hydrographs_LowerDarling_20250516,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,LF2,,0.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10935.0,22996.0
hydrographs_LowerDarling_20250516,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,OB1_P,,0.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10935.0,22996.0
hydrographs_LowerDarling_20250516,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,OB1_S,,0.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10935.0,22996.0
hydrographs_LowerDarling_20250516,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,OB2,,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10935.0,22996.0
hydrographs_LowerDarling_20250516,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,OB3,,0.0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,10935.0,22996.0
hydrographs_LowerDarling_20250516,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,OB4,,0.0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10935.0,22996.0
hydrographs_LowerDarling_20250516,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,SF1,,0.0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10935.0,22996.0
hydrographs_LowerDarling_20250516,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,SF2,,0.0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10935.0,22996.0
hydrographs_LowerDarling_20250516,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,VF,,0.0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10935.0,22996.0
