"","planning_unit_name","gauge","ewr_code_timing","state","LTWPShortName","env_obj","Target","SWSDLName"
"2234","Murrumbidgee (MR)","410738","BF1_1","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2235","Murrumbidgee (MR)","410738","BF1_1","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2236","Murrumbidgee (MR)","410738","BF1_1","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2237","Murrumbidgee (MR)","410738","BF1_1","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2238","Murrumbidgee (MR)","410738","BF1_1","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2239","Cotter River (CR2): Below Cotter Dam ","410738","BF1_1","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2240","Murrumbidgee (MR)","410738","BF1_1","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2241","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_1","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2242","Murrumbidgee (MR)","410738","BF1_1","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2243","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_1","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2244","Cotter River (CR2): Below Cotter Dam ","410738","BF1_1","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2245","Murrumbidgee (MR)","410738","BF1_1","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2246","Murrumbidgee (MR)","410738","BF1_1","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2247","Murrumbidgee (MR)","410738","BF1_2","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2248","Murrumbidgee (MR)","410738","BF1_2","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2249","Murrumbidgee (MR)","410738","BF1_2","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2250","Murrumbidgee (MR)","410738","BF1_2","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2251","Murrumbidgee (MR)","410738","BF1_2","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2252","Murrumbidgee (MR)","410738","BF1_2","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2253","Cotter River (CR2): Below Cotter Dam ","410738","BF1_2","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2254","Murrumbidgee (MR)","410738","BF1_2","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2255","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_2","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2256","Murrumbidgee (MR)","410738","BF1_2","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2257","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_2","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2258","Cotter River (CR2): Below Cotter Dam ","410738","BF1_2","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2259","Murrumbidgee (MR)","410738","BF1_2","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2260","Murrumbidgee (MR)","410738","BF1_2","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2261","Murrumbidgee (MR)","410738","BF1_3","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2262","Murrumbidgee (MR)","410738","BF1_3","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2263","Murrumbidgee (MR)","410738","BF1_3","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2264","Murrumbidgee (MR)","410738","BF1_3","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2265","Murrumbidgee (MR)","410738","BF1_3","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2266","Murrumbidgee (MR)","410738","BF1_3","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2267","Cotter River (CR2): Below Cotter Dam ","410738","BF1_3","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2268","Murrumbidgee (MR)","410738","BF1_3","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2269","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_3","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2270","Murrumbidgee (MR)","410738","BF1_3","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2271","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_3","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2272","Cotter River (CR2): Below Cotter Dam ","410738","BF1_3","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2273","Murrumbidgee (MR)","410738","BF1_3","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2274","Murrumbidgee (MR)","410738","BF1_3","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2275","Murrumbidgee (MR)","410738","BF1_4","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2276","Murrumbidgee (MR)","410738","BF1_4","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2277","Murrumbidgee (MR)","410738","BF1_4","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2278","Murrumbidgee (MR)","410738","BF1_4","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2279","Murrumbidgee (MR)","410738","BF1_4","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2280","Murrumbidgee (MR)","410738","BF1_4","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2281","Cotter River (CR2): Below Cotter Dam ","410738","BF1_4","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2282","Murrumbidgee (MR)","410738","BF1_4","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2283","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_4","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2284","Murrumbidgee (MR)","410738","BF1_4","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2285","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_4","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2286","Cotter River (CR2): Below Cotter Dam ","410738","BF1_4","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2287","Murrumbidgee (MR)","410738","BF1_4","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2288","Murrumbidgee (MR)","410738","BF1_4","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2289","Murrumbidgee (MR)","410738","BF1_5","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2290","Murrumbidgee (MR)","410738","BF1_5","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2291","Murrumbidgee (MR)","410738","BF1_5","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2292","Murrumbidgee (MR)","410738","BF1_5","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2293","Murrumbidgee (MR)","410738","BF1_5","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2294","Murrumbidgee (MR)","410738","BF1_5","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2295","Cotter River (CR2): Below Cotter Dam ","410738","BF1_5","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2296","Murrumbidgee (MR)","410738","BF1_5","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2297","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_5","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2298","Murrumbidgee (MR)","410738","BF1_5","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2299","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_5","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2300","Cotter River (CR2): Below Cotter Dam ","410738","BF1_5","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2301","Murrumbidgee (MR)","410738","BF1_5","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2302","Murrumbidgee (MR)","410738","BF1_5","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2303","Murrumbidgee (MR)","410738","BF1_6","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2304","Murrumbidgee (MR)","410738","BF1_6","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2305","Murrumbidgee (MR)","410738","BF1_6","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2306","Murrumbidgee (MR)","410738","BF1_6","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2307","Murrumbidgee (MR)","410738","BF1_6","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2308","Murrumbidgee (MR)","410738","BF1_6","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2309","Cotter River (CR2): Below Cotter Dam ","410738","BF1_6","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2310","Murrumbidgee (MR)","410738","BF1_6","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2311","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_6","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2312","Murrumbidgee (MR)","410738","BF1_6","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2313","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_6","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2314","Cotter River (CR2): Below Cotter Dam ","410738","BF1_6","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2315","Murrumbidgee (MR)","410738","BF1_6","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2316","Murrumbidgee (MR)","410738","BF1_6","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2317","Murrumbidgee (MR)","410738","BF1_7","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2318","Murrumbidgee (MR)","410738","BF1_7","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2319","Murrumbidgee (MR)","410738","BF1_7","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2320","Murrumbidgee (MR)","410738","BF1_7","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2321","Murrumbidgee (MR)","410738","BF1_7","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2322","Murrumbidgee (MR)","410738","BF1_7","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2323","Cotter River (CR2): Below Cotter Dam ","410738","BF1_7","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2324","Murrumbidgee (MR)","410738","BF1_7","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2325","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_7","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2326","Murrumbidgee (MR)","410738","BF1_7","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2327","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_7","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2328","Cotter River (CR2): Below Cotter Dam ","410738","BF1_7","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2329","Murrumbidgee (MR)","410738","BF1_7","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2330","Murrumbidgee (MR)","410738","BF1_7","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2331","Murrumbidgee (MR)","410738","BF1_8","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2332","Murrumbidgee (MR)","410738","BF1_8","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2333","Murrumbidgee (MR)","410738","BF1_8","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2334","Murrumbidgee (MR)","410738","BF1_8","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2335","Murrumbidgee (MR)","410738","BF1_8","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2336","Murrumbidgee (MR)","410738","BF1_8","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2337","Cotter River (CR2): Below Cotter Dam ","410738","BF1_8","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2338","Murrumbidgee (MR)","410738","BF1_8","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2339","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_8","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2340","Murrumbidgee (MR)","410738","BF1_8","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2341","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_8","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2342","Cotter River (CR2): Below Cotter Dam ","410738","BF1_8","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2343","Murrumbidgee (MR)","410738","BF1_8","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2344","Murrumbidgee (MR)","410738","BF1_8","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2345","Murrumbidgee (MR)","410738","BF1_9","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2346","Murrumbidgee (MR)","410738","BF1_9","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2347","Murrumbidgee (MR)","410738","BF1_9","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2348","Murrumbidgee (MR)","410738","BF1_9","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2349","Murrumbidgee (MR)","410738","BF1_9","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2350","Murrumbidgee (MR)","410738","BF1_9","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2351","Cotter River (CR2): Below Cotter Dam ","410738","BF1_9","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2352","Murrumbidgee (MR)","410738","BF1_9","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2353","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_9","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2354","Murrumbidgee (MR)","410738","BF1_9","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2355","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","BF1_9","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2356","Cotter River (CR2): Below Cotter Dam ","410738","BF1_9","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2357","Murrumbidgee (MR)","410738","BF1_9","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
