scenario,gauge,planningUnit,state,sWSDLName,ewrCode,multigauge,eventYears,frequency,targetFrequency,achievementCount,achievementPerYear,eventCount,eventCountAll,eventsPerYear,eventsPerYearAll,averageEventLength,thresholdDays,maxInterEventYears,noDataDays,totalDays
hydrographs_LowerDarling,A4260507,Murray River - Lock 9 to Lock 7,NSW,Lower Darling,VF,,0.0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1755.0,1925.0
hydrographs_LowerDarling,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,BF1_a,,0.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0,1925.0
hydrographs_LowerDarling,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,BF1_b,,0.0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0,1925.0
hydrographs_LowerDarling,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,BK1_P,,0.0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10.0,1925.0
hydrographs_LowerDarling,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,BK1_S,,0.0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10.0,1925.0
hydrographs_LowerDarling,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,LF1,,0.0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10.0,1925.0
hydrographs_LowerDarling,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,LF2,,0.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10.0,1925.0
hydrographs_LowerDarling,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,OB1_P,,0.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10.0,1925.0
hydrographs_LowerDarling,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,OB1_S,,0.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10.0,1925.0
hydrographs_LowerDarling,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,OB2,,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10.0,1925.0
hydrographs_LowerDarling,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,OB3,,0.0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,10.0,1925.0
hydrographs_LowerDarling,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,OB4,,0.0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10.0,1925.0
hydrographs_LowerDarling,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,SF1,,0.0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0,1925.0
hydrographs_LowerDarling,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,SF2,,0.0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10.0,1925.0
hydrographs_LowerDarling,A4260509,Murray River - Lock 7 to SA border,NSW,Lower Darling,VF,,0.0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,1925.0
