year,eventYears,numAchieved,numEvents,numEventsAll,eventLength,eventLengthAchieved,totalEventDays,totalEventDaysAchieved,maxEventDays,maxRollingEvents,maxRollingAchievement,missingDays,totalPossibleDays,ewrCode,scenario,gauge,pu,state,SWSDLName,multigauge,rollingMaxInterEvent,rollingMaxInterEventAchieved
2019,1.0,1.0,1.0,1.0,183.0,183.0,183.0,183.0,183.0,183.0,1.0,0.0,183.0,ALT-CTF,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,0,1
2020,1.0,1.0,1.0,1.0,365.0,365.0,365.0,365.0,365.0,365.0,1.0,0.0,365.0,ALT-CTF,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,0,1
2021,0.0,0.0,0.0,1.0,92.0,0.0,92.0,0.0,92.0,92.0,0.0,0.0,365.0,ALT-CTF,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,365,1
2022,0.0,0.0,0.0,1.0,28.0,0.0,28.0,0.0,28.0,28.0,0.0,0.0,365.0,ALT-CTF,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,730,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,ALT-CTF,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,1096,0
2024,0.0,0.0,0.0,2.0,72.0,0.0,144.0,0.0,91.0,91.0,0.0,0.0,281.0,ALT-CTF,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,1377,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,BK1,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,183,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BK1,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,548,1
2021,1.0,2.0,2.0,2.0,74.0,74.0,148.0,148.0,75.0,75.0,1.0,0.0,365.0,BK1,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,714,1
2022,1.0,2.0,2.0,2.0,105.5,105.5,211.0,211.0,190.0,190.0,1.0,0.0,365.0,BK1,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,126,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,BK1,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,492,1
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,BK1,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,773,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,183.0,CF_b,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,0,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,0.0,365.0,CF_b,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,0,1
2021,0.0,0.0,0.0,1.0,640.0,0.0,640.0,0.0,640.0,640.0,0.0,0.0,365.0,CF_b,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,0,1
2022,0.0,0.0,0.0,1.0,28.0,0.0,28.0,0.0,28.0,28.0,0.0,0.0,365.0,CF_b,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,0,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,CF_b,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,0,1
2024,0.0,0.0,0.0,2.0,72.0,0.0,144.0,0.0,91.0,91.0,0.0,0.0,281.0,CF_b,hydrographs_LowerDarling,425019,Redbank and Tandou creeks,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,BF2c,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,183,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF2c,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,548,1
2021,1.0,1.0,1.0,1.0,90.0,90.0,90.0,90.0,90.0,90.0,1.0,0.0,365.0,BF2c,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,701,1
2022,1.0,1.0,1.0,1.0,90.0,90.0,90.0,90.0,90.0,90.0,1.0,0.0,365.0,BF2c,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,275,1
2023,0.0,0.0,0.0,2.0,24.0,24.0,48.0,48.0,47.0,47.0,0.0,0.0,366.0,BF2c,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,278,1
2024,0.0,0.0,0.0,2.0,31.0,31.0,62.0,62.0,42.0,42.0,0.0,0.0,281.0,BF2c,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,284,1
2025,,,,,,,,,,,,,,BF2c,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,OB1_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,183,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,OB1_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,548,1
2021,1.0,2.0,2.0,2.0,64.0,64.0,128.0,128.0,73.0,73.0,1.0,0.0,365.0,OB1_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,718,1
2022,1.0,1.0,1.0,1.0,252.0,252.0,252.0,252.0,252.0,252.0,1.0,0.0,365.0,OB1_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,113,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,OB1_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,479,1
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,OB1_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,760,1
2025,,,,,,,,,,,,,,OB1_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,LF1_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,183,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,548,1
2021,1.0,1.0,1.0,1.0,150.0,150.0,150.0,150.0,150.0,150.0,1.0,0.0,365.0,LF1_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,763,1
2022,1.0,1.0,1.0,1.0,64.0,64.0,64.0,64.0,64.0,64.0,1.0,0.0,365.0,LF1_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,215,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,452,1
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,LF1_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,733,1
2025,,,,,,,,,,,,,,LF1_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,BK1b_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,183,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BK1b_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,548,1
2021,1.0,1.0,1.0,2.0,36.0,70.0,72.0,70.0,70.0,70.0,1.0,0.0,365.0,BK1b_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,732,0
2022,1.0,1.0,1.0,1.0,72.0,72.0,72.0,72.0,72.0,72.0,1.0,0.0,365.0,BK1b_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,295,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,BK1b_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,475,1
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,BK1b_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,756,0
2025,,,,,,,,,,,,,,BK1b_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,LF2_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,183,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,548,1
2021,1.0,1.0,1.0,1.0,141.0,141.0,141.0,141.0,141.0,141.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,711,1
2022,1.0,1.0,1.0,1.0,126.0,126.0,126.0,126.0,126.0,126.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,214,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,452,1
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,LF2_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,733,0
2025,,,,,,,,,,,,,,LF2_P,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,LF1_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,183,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,548,1
2021,1.0,1.0,1.0,1.0,202.0,202.0,202.0,202.0,202.0,202.0,1.0,0.0,365.0,LF1_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,711,1
2022,1.0,1.0,1.0,1.0,279.0,279.0,279.0,279.0,279.0,279.0,1.0,0.0,365.0,LF1_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,86,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,452,1
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,LF1_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,733,1
2025,,,,,,,,,,,,,,LF1_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,OB3,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,183,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,OB3,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,548,1
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,OB3,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,913,1
2022,1.0,1.0,1.0,1.0,177.0,177.0,177.0,177.0,177.0,177.0,1.0,0.0,365.0,OB3,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,981,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,OB3,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,486,1
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,OB3,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,767,1
2025,,,,,,,,,,,,,,OB3,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,LF2_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,183,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,548,1
2021,1.0,1.0,1.0,1.0,202.0,202.0,202.0,202.0,202.0,202.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,711,1
2022,1.0,1.0,1.0,1.0,279.0,279.0,279.0,279.0,279.0,279.0,1.0,0.0,365.0,LF2_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,86,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,452,1
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,LF2_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,733,0
2025,,,,,,,,,,,,,,LF2_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,BF1a,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,183,0
2020,0.0,0.0,0.0,4.0,33.5,33.5,134.0,134.0,112.0,112.0,0.0,0.0,365.0,BF1a,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,271,0
2021,1.0,1.0,1.0,1.0,212.0,212.0,212.0,212.0,212.0,212.0,1.0,0.0,365.0,BF1a,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,153,0
2022,1.0,1.0,1.0,1.0,212.0,212.0,212.0,212.0,212.0,212.0,1.0,0.0,365.0,BF1a,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,153,0
2023,1.0,1.0,1.0,1.0,213.0,213.0,213.0,213.0,213.0,213.0,1.0,0.0,366.0,BF1a,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,153,0
2024,1.0,1.0,1.0,1.0,212.0,212.0,212.0,212.0,212.0,212.0,1.0,0.0,281.0,BF1a,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,153,0
2025,,,,,,,,,,,,,,BF1a,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,OB4,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,183,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,OB4,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,548,1
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,OB4,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,913,1
2022,1.0,1.0,1.0,1.0,110.0,110.0,110.0,110.0,110.0,110.0,1.0,0.0,365.0,OB4,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1046,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,OB4,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,488,1
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,OB4,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,769,1
2025,,,,,,,,,,,,,,OB4,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,61.0,BF2a,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,61,1
2020,0.0,0.0,0.0,1.0,27.0,27.0,27.0,27.0,27.0,46.0,0.0,0.0,365.0,BF2a,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,298,1
2021,0.0,0.0,0.0,2.0,55.0,55.0,110.0,110.0,108.0,122.0,0.0,0.0,365.0,BF2a,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,304,1
2022,1.0,1.0,1.0,1.0,184.0,184.0,184.0,184.0,184.0,184.0,1.0,0.0,365.0,BF2a,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,181,1
2023,1.0,1.0,1.0,1.0,184.0,184.0,184.0,184.0,184.0,184.0,1.0,0.0,366.0,BF2a,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,182,1
2024,1.0,1.0,1.0,1.0,184.0,184.0,184.0,184.0,184.0,184.0,1.0,0.0,365.0,BF2a,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,181,1
2025,0.0,0.0,0.0,1.0,38.0,38.0,38.0,38.0,38.0,0.0,0.0,0.0,38.0,BF2a,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,92.0,BF1b,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,92,0
2020,0.0,0.0,0.0,1.0,32.0,32.0,32.0,32.0,32.0,49.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,324,0
2021,0.0,0.0,0.0,4.0,34.75,34.75,139.0,139.0,111.0,111.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,212,0
2022,1.0,1.0,1.0,1.0,153.0,153.0,153.0,153.0,153.0,153.0,1.0,0.0,365.0,BF1b,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,212,0
2023,1.0,1.0,1.0,1.0,153.0,153.0,153.0,153.0,153.0,153.0,1.0,0.0,366.0,BF1b,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,213,0
2024,1.0,1.0,1.0,1.0,153.0,153.0,153.0,153.0,153.0,153.0,1.0,0.0,365.0,BF1b,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,212,0
2025,0.0,0.0,0.0,1.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,BF1b,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,LF3_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,183,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF3_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,548,1
2021,1.0,1.0,1.0,1.0,202.0,202.0,202.0,202.0,202.0,202.0,1.0,0.0,365.0,LF3_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,711,1
2022,1.0,1.0,1.0,1.0,279.0,279.0,279.0,279.0,279.0,279.0,1.0,0.0,365.0,LF3_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,86,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF3_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,452,1
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,LF3_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,733,0
2025,,,,,,,,,,,,,,LF3_S,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,92.0,CF,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,92,0
2020,1.0,1.0,1.0,6.0,21.333333333333332,45.0,128.0,45.0,45.0,45.0,1.0,0.0,365.0,CF,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,235,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,CF,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,600,0
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,CF,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,965,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,CF,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1331,0
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,CF,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1696,0
2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,CF,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1703,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,OB2,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,183,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,OB2,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,548,1
2021,1.0,2.0,2.0,2.0,43.0,43.0,86.0,86.0,49.0,49.0,1.0,0.0,365.0,OB2,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,738,1
2022,1.0,1.0,1.0,1.0,250.0,250.0,250.0,250.0,250.0,250.0,1.0,0.0,365.0,OB2,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,115,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,OB2,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,481,1
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,OB2,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,762,1
2025,,,,,,,,,,,,,,OB2,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,BF2b,hydrographs_LowerDarling,425007,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,183,1
